time,waterTemperature_noaa,waterTemperature_sg
2020-08-27T02:00:00+00:00,26.4,29.15
2020-08-27T03:00:00+00:00,26.19,29.13
2020-08-27T04:00:00+00:00,26.07,29.12
2020-08-27T05:00:00+00:00,25.94,29.1
2020-08-27T06:00:00+00:00,25.81,29.09
2020-08-27T07:00:00+00:00,25.69,29.08
2020-08-27T08:00:00+00:00,25.56,29.06
2020-08-27T09:00:00+00:00,25.44,29.05
2020-08-27T10:00:00+00:00,25.98,29.04
2020-08-27T11:00:00+00:00,26.52,29.02
2020-08-27T12:00:00+00:00,27.05,29.01
2020-08-27T13:00:00+00:00,28.59,29.01
2020-08-27T14:00:00+00:00,30.12,29.0
2020-08-27T15:00:00+00:00,31.65,29.0
2020-08-27T16:00:00+00:00,31.97,29.0
2020-08-27T17:00:00+00:00,32.3,29.0
2020-08-27T18:00:00+00:00,32.62,29.0
2020-08-27T19:00:00+00:00,32.2,29.0
2020-08-27T20:00:00+00:00,31.77,29.0
2020-08-27T21:00:00+00:00,31.35,29.0
2020-08-27T22:00:00+00:00,30.07,29.01
2020-08-27T23:00:00+00:00,28.8,29.01
2020-08-28T00:00:00+00:00,27.52,28.37
2020-08-28T01:00:00+00:00,27.56,28.34
2020-08-28T02:00:00+00:00,27.6,28.31
2020-08-28T03:00:00+00:00,27.64,28.28
2020-08-28T04:00:00+00:00,27.61,28.26
2020-08-28T05:00:00+00:00,27.58,28.23
2020-08-28T06:00:00+00:00,27.55,28.2
2020-08-28T07:00:00+00:00,27.28,28.17
2020-08-28T08:00:00+00:00,27.02,28.15
2020-08-28T09:00:00+00:00,26.75,28.13
2020-08-28T10:00:00+00:00,26.9,28.11
2020-08-28T11:00:00+00:00,27.05,28.08
2020-08-28T12:00:00+00:00,27.2,28.07
2020-08-28T13:00:00+00:00,28.64,28.06
2020-08-28T14:00:00+00:00,30.09,28.06
2020-08-28T15:00:00+00:00,31.53,28.08
2020-08-28T16:00:00+00:00,32.02,28.13
2020-08-28T17:00:00+00:00,32.51,28.2
2020-08-28T18:00:00+00:00,33.0,28.26
2020-08-28T19:00:00+00:00,32.45,28.31
2020-08-28T20:00:00+00:00,31.9,28.34
2020-08-28T21:00:00+00:00,31.35,28.34
2020-08-28T22:00:00+00:00,30.29,28.31
2020-08-28T23:00:00+00:00,29.22,28.28
2020-08-29T00:00:00+00:00,28.15,29.42
2020-08-29T01:00:00+00:00,28.08,29.41
2020-08-29T02:00:00+00:00,28.02,29.4
2020-08-29T03:00:00+00:00,27.95,29.39
2020-08-29T04:00:00+00:00,27.88,29.38
2020-08-29T05:00:00+00:00,27.82,29.36
2020-08-29T06:00:00+00:00,27.75,29.35
2020-08-29T07:00:00+00:00,27.48,29.34
2020-08-29T08:00:00+00:00,27.22,29.33
2020-08-29T09:00:00+00:00,26.95,29.31
2020-08-29T10:00:00+00:00,27.22,29.3
2020-08-29T11:00:00+00:00,27.48,29.29
2020-08-29T12:00:00+00:00,27.75,29.27
2020-08-29T13:00:00+00:00,28.9,29.27
2020-08-29T14:00:00+00:00,30.04,29.29
2020-08-29T15:00:00+00:00,31.19,29.33
2020-08-29T16:00:00+00:00,31.4,29.38
2020-08-29T17:00:00+00:00,31.6,29.46
2020-08-29T18:00:00+00:00,31.81,29.54
2020-08-29T19:00:00+00:00,31.35,29.61
2020-08-29T20:00:00+00:00,30.9,29.65
2020-08-29T21:00:00+00:00,30.44,29.66
2020-08-29T22:00:00+00:00,29.08,29.64
2020-08-29T23:00:00+00:00,27.71,29.61
2020-08-30T00:00:00+00:00,26.35,29.27
2020-08-30T01:00:00+00:00,26.24,29.26
2020-08-30T02:00:00+00:00,26.13,29.25
2020-08-30T03:00:00+00:00,26.01,29.24
2020-08-30T04:00:00+00:00,25.94,29.23
2020-08-30T05:00:00+00:00,25.87,29.22
2020-08-30T06:00:00+00:00,25.79,29.21
2020-08-30T07:00:00+00:00,25.65,29.2
2020-08-30T08:00:00+00:00,25.5,29.19
2020-08-30T09:00:00+00:00,25.36,29.18
2020-08-30T10:00:00+00:00,25.57,29.17
2020-08-30T11:00:00+00:00,25.77,29.16
2020-08-30T12:00:00+00:00,25.98,29.15
2020-08-30T13:00:00+00:00,27.42,29.15
2020-08-30T14:00:00+00:00,28.86,29.16
2020-08-30T15:00:00+00:00,30.29,29.22
2020-08-30T16:00:00+00:00,30.91,29.26
2020-08-30T17:00:00+00:00,31.53,29.33
2020-08-30T18:00:00+00:00,32.15,29.4
2020-08-30T19:00:00+00:00,31.42,29.45
2020-08-30T20:00:00+00:00,30.68,29.47
2020-08-30T21:00:00+00:00,29.95,29.47
2020-08-30T22:00:00+00:00,28.88,29.43
2020-08-30T23:00:00+00:00,27.82,29.41
2020-08-31T00:00:00+00:00,26.75,29.03
2020-08-31T01:00:00+00:00,26.69,29.02
2020-08-31T02:00:00+00:00,26.63,29.01
2020-08-31T03:00:00+00:00,26.56,29.0
2020-08-31T04:00:00+00:00,26.51,28.98
2020-08-31T05:00:00+00:00,26.46,28.97
2020-08-31T06:00:00+00:00,26.41,28.94
2020-08-31T07:00:00+00:00,26.47,28.91
2020-08-31T08:00:00+00:00,26.53,28.88
2020-08-31T09:00:00+00:00,26.59,28.85
2020-08-31T10:00:00+00:00,26.92,28.82
2020-08-31T11:00:00+00:00,27.25,28.78
2020-08-31T12:00:00+00:00,27.58,28.75
2020-08-31T13:00:00+00:00,28.37,28.72
2020-08-31T14:00:00+00:00,29.16,28.71
2020-08-31T15:00:00+00:00,29.95,28.72
2020-08-31T16:00:00+00:00,30.39,28.73
2020-08-31T17:00:00+00:00,30.83,28.76
2020-08-31T18:00:00+00:00,31.27,28.79
2020-08-31T19:00:00+00:00,30.82,28.82
2020-08-31T20:00:00+00:00,30.37,28.83
2020-08-31T21:00:00+00:00,29.92,28.84
2020-08-31T22:00:00+00:00,28.99,28.83
2020-08-31T23:00:00+00:00,28.06,28.82
2020-09-01T00:00:00+00:00,27.12,28.56
2020-09-01T01:00:00+00:00,26.9,28.53
2020-09-01T02:00:00+00:00,26.67,28.51
2020-09-01T03:00:00+00:00,26.44,28.48
2020-09-01T04:00:00+00:00,26.28,28.45
2020-09-01T05:00:00+00:00,26.11,28.43
2020-09-01T06:00:00+00:00,25.94,28.4
2020-09-01T07:00:00+00:00,25.83,28.37
2020-09-01T08:00:00+00:00,25.71,28.34
2020-09-01T09:00:00+00:00,25.6,28.31
2020-09-01T10:00:00+00:00,26.18,28.28
2020-09-01T11:00:00+00:00,26.77,28.25
2020-09-01T12:00:00+00:00,27.35,28.22
2020-09-01T13:00:00+00:00,28.94,28.2
2020-09-01T14:00:00+00:00,30.54,28.2
2020-09-01T15:00:00+00:00,32.13,28.21
2020-09-01T16:00:00+00:00,32.35,28.23
2020-09-01T17:00:00+00:00,32.57,28.27
2020-09-01T18:00:00+00:00,32.8,28.3
2020-09-01T19:00:00+00:00,32.28,28.34
2020-09-01T20:00:00+00:00,31.77,28.36
2020-09-01T21:00:00+00:00,31.25,28.37
2020-09-01T22:00:00+00:00,30.1,28.36
2020-09-01T23:00:00+00:00,28.95,28.36
2020-09-02T00:00:00+00:00,27.8,28.36
2020-09-02T01:00:00+00:00,27.52,28.36
2020-09-02T02:00:00+00:00,27.24,28.36
2020-09-02T03:00:00+00:00,26.96,28.36
2020-09-02T04:00:00+00:00,26.84,28.36
2020-09-02T05:00:00+00:00,26.72,28.36
2020-09-02T06:00:00+00:00,26.6,28.36
2020-09-02T07:00:00+00:00,26.48,28.36
2020-09-02T08:00:00+00:00,26.37,28.36
2020-09-02T09:00:00+00:00,26.25,28.36
2020-09-02T10:00:00+00:00,26.75,28.36
2020-09-02T11:00:00+00:00,27.25,28.36
2020-09-02T12:00:00+00:00,27.75,28.36
2020-09-02T13:00:00+00:00,29.49,28.36
2020-09-02T14:00:00+00:00,31.24,28.36
2020-09-02T15:00:00+00:00,32.98,28.36
2020-09-02T16:00:00+00:00,33.14,28.36
2020-09-02T17:00:00+00:00,33.3,28.36
2020-09-02T18:00:00+00:00,33.47,28.36
2020-09-02T19:00:00+00:00,32.32,28.36
2020-09-02T20:00:00+00:00,31.18,28.36
2020-09-02T21:00:00+00:00,30.03,28.36
2020-09-02T22:00:00+00:00,29.47,28.36
2020-09-02T23:00:00+00:00,28.91,28.36
2020-09-03T00:00:00+00:00,28.35,28.36
