time,airTemperature_noaa,airTemperature_sg
2018-08-24T00:00:00+00:00,29.09,29.09
2018-08-24T01:00:00+00:00,29.0,29.0
2018-08-24T02:00:00+00:00,28.91,28.91
2018-08-24T03:00:00+00:00,28.83,28.83
2018-08-24T04:00:00+00:00,28.75,28.75
2018-08-24T05:00:00+00:00,28.67,28.67
2018-08-24T06:00:00+00:00,28.59,28.59
2018-08-24T07:00:00+00:00,28.52,28.52
2018-08-24T08:00:00+00:00,28.46,28.46
2018-08-24T09:00:00+00:00,28.4,28.4
2018-08-24T10:00:00+00:00,28.34,28.34
2018-08-24T11:00:00+00:00,28.28,28.28
2018-08-24T12:00:00+00:00,28.23,28.23
2018-08-24T13:00:00+00:00,28.44,28.44
2018-08-24T14:00:00+00:00,28.66,28.66
2018-08-24T15:00:00+00:00,28.87,28.87
2018-08-24T16:00:00+00:00,28.93,28.93
2018-08-24T17:00:00+00:00,28.99,28.99
2018-08-24T18:00:00+00:00,29.05,29.05
2018-08-24T19:00:00+00:00,29.08,29.08
2018-08-24T20:00:00+00:00,29.12,29.12
2018-08-24T21:00:00+00:00,29.15,29.15
2018-08-24T22:00:00+00:00,29.12,29.12
2018-08-24T23:00:00+00:00,29.08,29.08
2018-08-25T00:00:00+00:00,29.05,29.05
2018-08-25T01:00:00+00:00,29.05,29.05
2018-08-25T02:00:00+00:00,29.05,29.05
2018-08-25T03:00:00+00:00,29.05,29.05
2018-08-25T04:00:00+00:00,29.01,29.01
2018-08-25T05:00:00+00:00,28.97,28.97
2018-08-25T06:00:00+00:00,28.93,28.93
2018-08-25T07:00:00+00:00,28.9,28.9
2018-08-25T08:00:00+00:00,28.88,28.88
2018-08-25T09:00:00+00:00,28.85,28.85
2018-08-25T10:00:00+00:00,28.94,28.94
2018-08-25T11:00:00+00:00,29.03,29.03
2018-08-25T12:00:00+00:00,29.12,29.12
2018-08-25T13:00:00+00:00,29.2,29.2
2018-08-25T14:00:00+00:00,29.27,29.27
2018-08-25T15:00:00+00:00,29.35,29.35
2018-08-25T16:00:00+00:00,29.37,29.37
2018-08-25T17:00:00+00:00,29.4,29.4
2018-08-25T18:00:00+00:00,29.42,29.42
2018-08-25T19:00:00+00:00,29.32,29.32
2018-08-25T20:00:00+00:00,29.22,29.22
2018-08-25T21:00:00+00:00,29.12,29.12
2018-08-25T22:00:00+00:00,29.01,29.01
2018-08-25T23:00:00+00:00,28.89,28.89
2018-08-26T00:00:00+00:00,28.78,28.78
2018-08-26T01:00:00+00:00,28.87,28.87
2018-08-26T02:00:00+00:00,28.96,28.96
2018-08-26T03:00:00+00:00,29.05,29.05
2018-08-26T04:00:00+00:00,28.92,28.92
2018-08-26T05:00:00+00:00,28.79,28.79
2018-08-26T06:00:00+00:00,28.66,28.66
2018-08-26T07:00:00+00:00,28.62,28.62
2018-08-26T08:00:00+00:00,28.59,28.59
2018-08-26T09:00:00+00:00,28.55,28.55
2018-08-26T10:00:00+00:00,28.62,28.62
2018-08-26T11:00:00+00:00,28.7,28.7
2018-08-26T12:00:00+00:00,28.77,28.77
2018-08-26T13:00:00+00:00,28.96,28.96
2018-08-26T14:00:00+00:00,29.16,29.16
2018-08-26T15:00:00+00:00,29.35,29.35
2018-08-26T16:00:00+00:00,29.45,29.45
2018-08-26T17:00:00+00:00,29.55,29.55
2018-08-26T18:00:00+00:00,29.65,29.65
2018-08-26T19:00:00+00:00,29.45,29.45
2018-08-26T20:00:00+00:00,29.25,29.25
2018-08-26T21:00:00+00:00,29.05,29.05
2018-08-26T22:00:00+00:00,29.16,29.16
2018-08-26T23:00:00+00:00,29.27,29.27
2018-08-27T00:00:00+00:00,29.38,29.38
2018-08-27T01:00:00+00:00,29.34,29.34
2018-08-27T02:00:00+00:00,29.3,29.3
2018-08-27T03:00:00+00:00,29.26,29.26
2018-08-27T04:00:00+00:00,29.17,29.17
2018-08-27T05:00:00+00:00,29.08,29.08
2018-08-27T06:00:00+00:00,28.99,28.99
2018-08-27T07:00:00+00:00,28.98,28.98
2018-08-27T08:00:00+00:00,28.98,28.98
2018-08-27T09:00:00+00:00,28.97,28.97
2018-08-27T10:00:00+00:00,29.0,29.0
2018-08-27T11:00:00+00:00,29.02,29.02
2018-08-27T12:00:00+00:00,29.05,29.05
2018-08-27T13:00:00+00:00,29.18,29.18
2018-08-27T14:00:00+00:00,29.31,29.31
2018-08-27T15:00:00+00:00,29.44,29.44
2018-08-27T16:00:00+00:00,29.4,29.4
2018-08-27T17:00:00+00:00,29.36,29.36
2018-08-27T18:00:00+00:00,29.32,29.32
2018-08-27T19:00:00+00:00,29.43,29.43
2018-08-27T20:00:00+00:00,29.55,29.55
2018-08-27T21:00:00+00:00,29.67,29.67
2018-08-27T22:00:00+00:00,29.53,29.53
2018-08-27T23:00:00+00:00,29.39,29.39
2018-08-28T00:00:00+00:00,29.25,29.25
2018-08-28T01:00:00+00:00,29.26,29.26
2018-08-28T02:00:00+00:00,29.28,29.28
2018-08-28T03:00:00+00:00,29.29,29.29
2018-08-28T04:00:00+00:00,29.21,29.21
2018-08-28T05:00:00+00:00,29.13,29.13
2018-08-28T06:00:00+00:00,29.05,29.05
2018-08-28T07:00:00+00:00,28.97,28.97
2018-08-28T08:00:00+00:00,28.89,28.89
2018-08-28T09:00:00+00:00,28.81,28.81
2018-08-28T10:00:00+00:00,28.81,28.81
2018-08-28T11:00:00+00:00,28.82,28.82
2018-08-28T12:00:00+00:00,28.82,28.82
2018-08-28T13:00:00+00:00,28.88,28.88
2018-08-28T14:00:00+00:00,28.94,28.94
2018-08-28T15:00:00+00:00,29.0,29.0
2018-08-28T16:00:00+00:00,29.05,29.05
2018-08-28T17:00:00+00:00,29.09,29.09
2018-08-28T18:00:00+00:00,29.13,29.13
2018-08-28T19:00:00+00:00,29.13,29.13
2018-08-28T20:00:00+00:00,29.13,29.13
2018-08-28T21:00:00+00:00,29.13,29.13
2018-08-28T22:00:00+00:00,29.13,29.13
2018-08-28T23:00:00+00:00,29.12,29.12
2018-08-29T00:00:00+00:00,29.11,29.11
2018-08-29T01:00:00+00:00,29.07,29.07
2018-08-29T02:00:00+00:00,29.03,29.03
2018-08-29T03:00:00+00:00,29.0,29.0
2018-08-29T04:00:00+00:00,28.9,28.9
2018-08-29T05:00:00+00:00,28.8,28.8
2018-08-29T06:00:00+00:00,28.7,28.7
2018-08-29T07:00:00+00:00,28.69,28.69
2018-08-29T08:00:00+00:00,28.68,28.68
2018-08-29T09:00:00+00:00,28.67,28.67
2018-08-29T10:00:00+00:00,28.67,28.67
2018-08-29T11:00:00+00:00,28.67,28.67
2018-08-29T12:00:00+00:00,28.66,28.66
2018-08-29T13:00:00+00:00,28.81,28.81
2018-08-29T14:00:00+00:00,28.96,28.96
2018-08-29T15:00:00+00:00,29.11,29.11
2018-08-29T16:00:00+00:00,29.16,29.16
2018-08-29T17:00:00+00:00,29.22,29.22
2018-08-29T18:00:00+00:00,29.27,29.27
2018-08-29T19:00:00+00:00,29.19,29.19
2018-08-29T20:00:00+00:00,29.12,29.12
2018-08-29T21:00:00+00:00,29.04,29.04
2018-08-29T22:00:00+00:00,28.98,28.98
2018-08-29T23:00:00+00:00,28.91,28.91
2018-08-30T00:00:00+00:00,28.85,28.85
2018-08-30T01:00:00+00:00,28.95,28.95
2018-08-30T02:00:00+00:00,29.06,29.06
2018-08-30T03:00:00+00:00,29.16,29.16
2018-08-30T04:00:00+00:00,29.09,29.09
2018-08-30T05:00:00+00:00,29.02,29.02
2018-08-30T06:00:00+00:00,28.95,28.95
2018-08-30T07:00:00+00:00,28.93,28.93
2018-08-30T08:00:00+00:00,28.91,28.91
2018-08-30T09:00:00+00:00,28.89,28.89
2018-08-30T10:00:00+00:00,28.9,28.9
2018-08-30T11:00:00+00:00,28.9,28.9
2018-08-30T12:00:00+00:00,28.91,28.91
2018-08-30T13:00:00+00:00,28.98,28.98
2018-08-30T14:00:00+00:00,29.04,29.04
2018-08-30T15:00:00+00:00,29.11,29.11
2018-08-30T16:00:00+00:00,29.18,29.18
2018-08-30T17:00:00+00:00,29.26,29.26
2018-08-30T18:00:00+00:00,29.33,29.33
2018-08-30T19:00:00+00:00,29.34,29.34
2018-08-30T20:00:00+00:00,29.34,29.34
2018-08-30T21:00:00+00:00,29.35,29.35
2018-08-30T22:00:00+00:00,29.26,29.26
2018-08-30T23:00:00+00:00,29.17,29.17
2018-08-31T00:00:00+00:00,29.08,29.08
2018-08-31T01:00:00+00:00,29.0,29.0
2018-08-31T02:00:00+00:00,28.92,28.92
2018-08-31T03:00:00+00:00,28.83,28.83
2018-08-31T04:00:00+00:00,28.75,28.75
2018-08-31T05:00:00+00:00,28.67,28.67
2018-08-31T06:00:00+00:00,28.59,28.59
2018-08-31T07:00:00+00:00,28.52,28.52
2018-08-31T08:00:00+00:00,28.46,28.46
2018-08-31T09:00:00+00:00,28.4,28.4
2018-08-31T10:00:00+00:00,28.48,28.48
2018-08-31T11:00:00+00:00,28.57,28.57
2018-08-31T12:00:00+00:00,28.65,28.65
2018-08-31T13:00:00+00:00,28.81,28.81
2018-08-31T14:00:00+00:00,28.96,28.96
2018-08-31T15:00:00+00:00,29.12,29.12
2018-08-31T16:00:00+00:00,29.2,29.2
2018-08-31T17:00:00+00:00,29.27,29.27
2018-08-31T18:00:00+00:00,29.35,29.35
2018-08-31T19:00:00+00:00,29.37,29.37
2018-08-31T20:00:00+00:00,29.39,29.39
2018-08-31T21:00:00+00:00,29.42,29.42
2018-08-31T22:00:00+00:00,29.33,29.33
2018-08-31T23:00:00+00:00,29.24,29.24
2018-09-01T00:00:00+00:00,29.15,29.15
2018-09-01T01:00:00+00:00,29.12,29.12
2018-09-01T02:00:00+00:00,29.08,29.08
2018-09-01T03:00:00+00:00,29.05,29.05
2018-09-01T04:00:00+00:00,29.02,29.02
2018-09-01T05:00:00+00:00,28.98,28.98
2018-09-01T06:00:00+00:00,28.95,28.95
2018-09-01T07:00:00+00:00,28.95,28.95
2018-09-01T08:00:00+00:00,28.95,28.95
2018-09-01T09:00:00+00:00,28.95,28.95
2018-09-01T10:00:00+00:00,28.95,28.95
2018-09-01T11:00:00+00:00,28.95,28.95
2018-09-01T12:00:00+00:00,28.95,28.95
2018-09-01T13:00:00+00:00,28.89,28.89
2018-09-01T14:00:00+00:00,28.84,28.84
2018-09-01T15:00:00+00:00,28.78,28.78
2018-09-01T16:00:00+00:00,28.81,28.81
2018-09-01T17:00:00+00:00,28.84,28.84
2018-09-01T18:00:00+00:00,28.87,28.87
2018-09-01T19:00:00+00:00,28.93,28.93
2018-09-01T20:00:00+00:00,28.99,28.99
2018-09-01T21:00:00+00:00,29.05,29.05
2018-09-01T22:00:00+00:00,29.0,29.0
2018-09-01T23:00:00+00:00,28.94,28.94
2018-09-02T00:00:00+00:00,28.89,28.89
2018-09-02T01:00:00+00:00,28.89,28.89
2018-09-02T02:00:00+00:00,28.89,28.89
2018-09-02T03:00:00+00:00,28.89,28.89
2018-09-02T04:00:00+00:00,28.72,28.72
2018-09-02T05:00:00+00:00,28.55,28.55
2018-09-02T06:00:00+00:00,28.39,28.39
2018-09-02T07:00:00+00:00,28.39,28.39
2018-09-02T08:00:00+00:00,28.39,28.39
2018-09-02T09:00:00+00:00,28.39,28.39
2018-09-02T10:00:00+00:00,28.5,28.5
2018-09-02T11:00:00+00:00,28.61,28.61
2018-09-02T12:00:00+00:00,28.72,28.72
2018-09-02T13:00:00+00:00,28.89,28.89
2018-09-02T14:00:00+00:00,29.05,29.05
2018-09-02T15:00:00+00:00,29.21,29.21
2018-09-02T16:00:00+00:00,29.23,29.23
2018-09-02T17:00:00+00:00,29.24,29.24
2018-09-02T18:00:00+00:00,29.25,29.25
2018-09-02T19:00:00+00:00,29.22,29.22
2018-09-02T20:00:00+00:00,29.18,29.18
2018-09-02T21:00:00+00:00,29.15,29.15
2018-09-02T22:00:00+00:00,29.12,29.12
2018-09-02T23:00:00+00:00,29.08,29.08
2018-09-03T00:00:00+00:00,29.05,29.05
time,airTemperature_noaa,airTemperature_sg
2018-08-24T00:00:00+00:00,24.99,24.99
2018-08-24T01:00:00+00:00,24.2,24.2
