time,airTemperature_noaa,airTemperature_sg
2020-08-26T00:00:00+00:00,27.85,27.85
2020-08-26T01:00:00+00:00,27.76,27.76
2020-08-26T02:00:00+00:00,27.66,27.66
2020-08-26T03:00:00+00:00,27.57,27.57
2020-08-26T04:00:00+00:00,27.41,27.41
2020-08-26T05:00:00+00:00,27.24,27.24
2020-08-26T06:00:00+00:00,27.08,27.08
2020-08-26T07:00:00+00:00,26.75,26.75
2020-08-26T08:00:00+00:00,26.43,26.43
2020-08-26T09:00:00+00:00,26.1,26.1
2020-08-26T10:00:00+00:00,26.05,26.05
2020-08-26T11:00:00+00:00,26,26
2020-08-26T12:00:00+00:00,25.95,25.95
2020-08-26T13:00:00+00:00,26.7,26.7
2020-08-26T14:00:00+00:00,27.44,27.44
2020-08-26T15:00:00+00:00,28.19,28.19
2020-08-26T16:00:00+00:00,29.1,29.1
2020-08-26T17:00:00+00:00,30.01,30.01
2020-08-26T18:00:00+00:00,30.91,30.91
2020-08-26T19:00:00+00:00,30.7,30.7
2020-08-26T20:00:00+00:00,30.49,30.49
2020-08-26T21:00:00+00:00,30.27,30.27
